review_id,debate_section_id,question_date,to_minister_or_department,answer_status,grouped_answer,referred_or_direct_reply,embedded_table_count,section_heading,answer_text,source_xml_url,human_topic_tags_json,human_answer_characteristics_json,human_missing_topic_notes,reviewer_notes
WPQG011,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_312,2025-01-22,Finance,ministerial_reply_present,False,False,0,An Garda Síochána,"Minister for Finance As the Deputy will appreciate, the introduction of any new tax expenditure measure takes place in the context of the annual Budget and Finance Bill process. Proposals for tax expenditure measures are assessed in accordance with my Department's Tax Expenditure Guidelines. These make clear that any policy proposal which involves tax expenditures should only occur in limited circumstances where there are demonstrable market failures and where a tax-based incentive is more efficient than a direct expenditure intervention. Furthermore, I must always be mindful of the public finances and the many demands on the Exchequer. Tax reliefs, no matter how worthwhile in themselves, lead to a narrowing of the tax base and a strong and convincing case for the benefits and outcomes needs to be articulated in order for due consideration to be given for the commitment of scarce taxpayer resources for such reliefs. Finally, in relation to proposals which would benefit certain classes of taxpayers over others, I must also be mindful for the need for tax equity. I have no plans at present for a tax measure along the lines suggested by the Deputy.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_312.xml,,,,
WPQG012,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_350,2025-01-22,Public Expenditure,ministerial_reply_present,False,False,0,Coast Guard Service,"Minister of State at the Department of Public Expenditure, National Development Plan Delivery and Reform The Irish Coast Guard (IRCG), a Division of the Department of Transport, has 44 Units based in 58 Coast Guard Stations. The Coast Guard building programme, which includes the provision of new or upgraded facilities at a number of locations across the country, is managed by the Office of Public Works (OPW) on behalf of the Department of Transport, who fund the programme. The Cleggan Unit is a priority within the IRCG Building Programme. The OPW identified a potentially suitable site in Cleggan for the IRCG and discussions with the landowner regarding the acquisition of this site are ongoing in light of of the land owners future plans for the development of the overall site. Following any agreement on the transfer of land, the next steps require authorisation of funding by the Department of Transport, completion of the due diligence and acquisition of the preferred site. Once a suitable site is acquired, the OPW will assign a project team to commence the planning and detailed design stages of the project, subject to resources being available. The Cleggan building project is part of a larger project pipeline that involves ongoing high-level collaboration between the OPW and the Department of Transport. This collaboration aims to continue building on the significant progress achieved to date and to ensure a strategic approach to the advancement of the Building Programme.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_350.xml,,,,
WPQG013,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_406,2025-01-22,Enterprise,ministerial_reply_present,False,False,0,Artificial Intelligence,"Minister for Enterprise, Trade and Employment The information requested is currently being compiled and will be provided to the Deputy once compiled.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_406.xml,,,,
WPQG014,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_447,2025-01-22,Education,ministerial_reply_present,False,False,0,Irish Language,"Minister for Education Work is currently underway in my Department to develop a new policy on Irish-medium education outside of the Gaeltacht. One of the key objectives of this policy, among other things, is examining how the supply of teachers and other staff with a high standard of Irish can be increased to meet demand in Irish-medium education settings. In order to inform the development of the policy, a comprehensive public consultation process was conducted to gather the views of stakeholders, including young people, parents and guardians, education professionals, education stakeholders and Irish-language organisations. Sealbhú, a research centre in DCU, carried out an analysis of the information gathered throughout the consultation and a review of national and international literature. The policy, together with an action plan, is currently being developed by officials of my Department. In developing the policy, my Department is drawing on the various reports prepared by Sealbhú, and on information shared by stakeholders in bilateral meetings and at a consultation event held in September 2024. This information is being considered in light of the existing provision for Irish-medium education and the estimated demand in the education system, questions in relation to teacher supply, as well as the department’s budgetary and legislative context. In terms of the possible reintroduction of any allowance, additional amendments to Teacher Terms and Conditions, can only be achieved through engagement and collective bargaining agreements between the government and the public service unions. The current pay agreement, Public Service Agreement 2024-2026 provides for a local bargaining process to deal with outstanding adjudications, commitments, recommendations, awards and claims which may include allowances. Any further amendments to alter the allowances paid to teachers, whether “new entrant” or not, give rise to significant cost issues and should be part of engagement and collective agreements between unions and government. Matters relating to tax incentives would be better answered by the Minister for Finance.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_447.xml,,,,
WPQG015,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_638,2025-01-22,Education,ministerial_reply_present,False,False,1,School Transport,"Minister for Education The School Transport Scheme is a significant operation managed by Bus Éireann on behalf of the Department of Education. In the current school year over 172,500 children, are transported daily in approximately 7,900 vehicles across 10,300 routes daily to primary and post-primary schools throughout the country. These daily trips cover over 100 million kilometres. This figure includes over 143,800 pupils travelling on primary and post primary services, 21,700 pupils with special educational needs, and 6,800 pupils who have arrived to Ireland from Ukraine. The scheme is made up of three separate schemes, the school transport scheme for primary, post primary and for children with special educational needs. Transport is also provided for children who have arrived in Ireland from Ukraine and those residing in IPAS/EROC centres. The total expenditure on the scheme in 2024 was €512m. The purpose of my Department's School Transport Scheme is, having regard to available resources, to support the transport to and from school of children who reside remote from their nearest school. Under the terms of the School Transport Schemes, children are eligible for transport at primary level where they reside not less than 3.2 kms from and are attending their nearest national school. At post primary level, they are eligible where they reside not less than 4.8 kms from and are attending their nearest post primary school/education centre. Distance is determined by the Department/Bus Éireann and rules have regard to ethos and language. Children who are eligible for school transport and who complete the application process on time (apply on time and pay on time) are accommodated on school transport services where such services are in operation and where there is capacity to do so. Children who are not eligible but who apply for school transport are considered for spare seats that may exist after eligible children have been facilitated; such seats are referred to as concessionary seats. Because of the nature of concessionary transport for non-eligible children and the priority of providing places for eligible children, there may be an excess of demand over supply for concessionary places. In these cases Bus Éireann will allocate tickets for spare seats using an agreed selection process. Temporary Alleviation Measures (TAMS) at post primary level are continued for the current school year. Under these measures, transport will be provided where there is a route in operation and where capacity exists for concessionary post primary pupils who are eligible for transport to their nearest school, are attending their second nearest school and who applied and paid on time. In relation to the Deputy's request, Bus Éireann has provided the data in the attached table regarding the number of mainstream school transport tickets issued in the school years 2019/2020 to 2024/25 in County Kerry. The data is accurate as of 31st December of each of the school years from 2019 to 2024. The number of tickets issued includes all mainstream pupils including pupils who have arrived to Ireland from Ukraine and those residing in IPAS/EROC centres. County SCYR1920 SCYR2021 SCYR2122 SCYR2223 SCYR2324 SCYR2425 Kerry 4968 4698 4961 6916 7329 7672",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_638.xml,,,,
WPQG016,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_651,2025-01-22,Tourism,ministerial_reply_present,False,False,1,Tourist Accommodation,"Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media (Catherine Martin) The growth of the short term letting sector in recent years is a key aspect of the tourism ecosystem but it has brought with it certain challenges, in particular a lack of data on the short term letting market which impedes authorities’ ability to determine which properties are best placed for tourism and which are more appropriate to the longer term housing market. The proposed Short Term Letting and Tourism (STLT) Bill will provide the statutory basis for the establishment of a register for short term lets in Ireland which will facilitate the production of quality data on short term letting accommodation in each region in the country. However, until that point, it is not possible to provide accurate data on the quantum of such accommodation. Fáilte Ireland has estimated that there are circa 32,000 short term letting properties currently advertised online as outlined below. This estimate is based on online data-scraping from the four largest online booking platforms operating in Ireland. It is important to note that the data cannot be regarded as definitive and that the short term letting register to be established under the proposed STLT Bill will ultimately help to address this information deficit. County November 2024 Carlow 210 Cavan 320 Clare 1,850 Cork 3,010 Donegal 2,980 Dublin 6,680 Galway 3,320 Kerry 3,640 Kildare 480 Kilkenny 480 Laois 240 Leitrim 410 Limerick 510 Longford 120 Louth 430 Mayo 1,800 Meath 610 Monaghan 160 Offaly 200 Roscommon 310 Sligo 660 Tipperary 600 Waterford 710 Westmeath 300 Wexford 1,150 Wicklow 770 Total 31,950",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_651.xml,,,,
WPQG017,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_679,2025-01-22,Housing,ministerial_reply_present,True,False,2,Departmental Staff,"Minister for Housing, Local Government and Heritage I propose to take Questions Nos. 706 and 708 together. I am satisfied that my Department properly implements the provisions of Circular 4/2013 in respect of staff returning from career breaks. Staff returning from career breaks are included in workforce planning considerations with a view to filling any appropriate existing or forthcoming vacancies in my Department. The Department has reassigned any staff returning from career breaks during this period without any undue delays. Any extensions to career breaks granted were requested by staff members. The information requested in respect of staff on career breaks in 2023 and 2024 is set out in tabular form below. One staff member was on a career break for longer than 5 years in 2023 but subsequently resigned in 2024. Grade End 2023 Length of Career Break End 2024 Length of Career Break HEO 2 7 yrs 5 mths 2 yrs 3 mths 0 Both staff members resigned during 2024 AO 3 2 yrs 2 mths 1 yr 4 mths 6 mths 3 3 yrs 2 mths 2 yrs 4 mths 1 yr 6 mths EO 3 9 mths 6 mths 1 mth 7 1 yr 9 mths 1 yr 6 mths 1 yr 1 mth 8 mths 4 mths 4 mths 2 wks CO 3 2 yrs 9 mths 2 yrs 11 mths 5 3 yrs 9 mths 2 yrs 10 mths (Ended October 2024) 1 yr 11 mths 10 mths 3 weeks Meteorological Officer 1 2 mths 2 10 mths (Ended August 2024) 1 yr (Started 2nd January 2024) Meteorologist 0 1 6 mths (Ended October 2024) Conservation Ranger 0 1 1 mth Total 12 21 The details requested in relation to bodies under the aegis of my Department are a matter for the individual bodies concerned. Arrangements have been put in place by each Agency to facilitate the provision of information by State Bodies directly to members of the Oireachtas. The contact email addresses for each agency are set out in the table below: Bodies under the Aegis of DHLGH Oireachtas email An Bord Pleanála oireachtasqueries@pleanala.ie An Fóram Uisce oireachtas@nationalwaterforum.ie Approved Housing Bodies Regulatory Authority oireachtasqueries@ahbregulator.ie Docklands Oversight and Consultative Forum infodocklands@dublincity.ie Electoral Commission oireachtas@electoralcommission.ie Gas Networks Ireland oireachtas@gasnetworks.ie Heritage Council oireachtas@heritagecouncil.ie Housing and Sustainable Communities Agency Oireachtas@housingagency.ie Housing Finance Agency oireachtas.enquiries@hfa.ie Land Development Agency oireachtas@lda.ie Local Government Management Agency oireachtasmemberqueries@lgma.ie National Oversight and Audit Commission oireachtas@noac.ie National Traveller Accommodation Consultative Committee ntacc@housing.gov.ie Office of the Planning Regulator oireachtas@opr.ie Pyrite Resolution Board oireachtasinfo@pyriteboard.ie Residential Tenancies Board OireachtasMembersQueries@rtb.ie Tailte Éireann Oireachtas@tailte.ie Uisce Éireann oireachtasmembers@water.ie Valuation Tribunal oireachtas@valuationtribunal.ie Waterways Ireland oireachtas@waterwaysireland.org",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_679.xml,,,,
WPQG018,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_785,2025-01-22,Social,ministerial_reply_present,False,False,0,Social Welfare Appeals,"Minister for Social Protection The Department is committed to providing a quality service to all its customers. This includes ensuring that applications are processed and that decisions on entitlement are made as quickly as possible. Processing times vary across schemes, depending on the differing eligibility criteria. Schemes that require a high level of documentary evidence from the customer, particularly in the case of illness-related schemes, can take longer to process. Similarly, means-tested schemes can also require more detailed investigations and interaction with the customer, thereby lengthening the decision-making process. Disability Allowance (DA) is a weekly allowance paid to people with a specified disability who are aged 16 or over and under the age of 66. This disability must be expected to last for at least one year and the allowance is subject to a medical assessment, means test and Habitual Residency conditions. I am pleased to inform the Deputy that the average number of weeks to award a Disability Allowance claim is consistently 6 weeks which is well inside the average target processing time target for the scheme of 10 week. The Department continues to work hard to ensure we maintain this good outcome . Carer's allowance (CA) is a means-tested social assistance payment made to a person who is habitually resident in the State and who is providing full-time care and attention to a child or an adult who has such a disability that as a result they require that level of care. Again the average number of weeks to award a Carer's Allowance claim is consistently 7 weeks which is well inside its processing 10 week target. To enable the Department to make timely and fair decisions on applications, applicants should ensure that they complete the application form fully and attach all the supporting documentation required as per the checklist provided on the application form. It is particularly important that an applicant provides, at the outset, all the details they have in relation to their medical conditions to best support their claim. This will eliminate the requirement for a Deciding Officer to have to revert to an applicant for clarifications or missing information and reduce the overall processing time. The Social Welfare Appeals Office is an Office of the Department of Social Protection which is responsible for determining appeals against decisions in relation to social welfare entitlements. From January 2024 to November 2024 the average processing time for a Disability Allowance Appeal was 21.1 weeks and 23.9 weeks for a Carers Allowance appeal. Significant efforts and resources have been devoted to improvements in the appeal process in recently. The desire to process appeals quickly has to be balanced with the competing demand to ensure that decisions are consistent and of high quality and made in accordance with the legislative provisions and the general principles of fair procedures and natural justice. Improvements in appeals processing times are a priority for the Chief Appeals Officer. I trust this clarifies the matter for the Deputy.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_785.xml,,,,
WPQG019,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/dbsect_853,2025-01-22,Justice,ministerial_reply_present,False,False,0,Immigration Support Services,"Minister for Justice I can inform the Deputy that, since 13 January 2025, all nationwide first-time registrations of Irish immigration residence permissions are the responsibility of the Registration Office of the Immigration Service Delivery (ISD) of my Department. Furthermore, since October 2024, all renewals of immigration permissions transferred to ISD of my Department, meaning that applicants from across the country no longer have to attend in person at their local Garda Station. Prior to this, over 100 Gardaí were assigned to immigration duties. The civilianisation process has released valuable Garda hours to focus more on operational matters such as investigations and deportations. To book an appointment to register a first time immigration permission, the applicant can create an account, or log into an existing account, on the ISD Digital Contact Centre (DCC). Over 10,000 appointments have been booked on the new system since it went live. There is also a Helpdesk function available to assist applicants with any queries. I have my officials to contact the Deputy with regard to any specific cases she is aware of.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-01-22/writtens/mul@/dbsect_853.xml,,,,
WPQG020,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-05/writtens/dbsect_1008,2025-02-05,Health,ministerial_reply_present,False,True,0,Health Services,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-05/writtens/mul@/dbsect_1008.xml,,,,
WPQG021,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-05/writtens/dbsect_1238,2025-02-05,Health,ministerial_reply_present,False,True,0,Health Service Executive,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-05/writtens/mul@/dbsect_1238.xml,,,,
WPQG022,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-25/writtens/dbsect_666,2025-02-25,Children,ministerial_reply_present,True,False,0,International Protection,"Minister for Children, Equality, Disability, Integration and Youth Thank you for your question, Deputy. A response will be provided directly to you in the coming days.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-02-25/writtens/mul@/dbsect_666.xml,,,,
WPQG023,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-04/writtens/dbsect_450,2025-03-04,Justice,ministerial_reply_present,False,False,2,Departmental Bodies,"Minister for Justice My Department has responsibility for public policy in respect of the security of the State and public safety, including the prevention and detection of crime, the criminal justice system, the administration of justice, the management of inward migration and international protection processes, the provision of important regulatory services and ongoing reform of civil and criminal law. My Department directly employs over 3,500 staff. This includes over 2,400 staff in the core Department and 1,150 in agencies staffed by the Department. The Secretary General is the Administrative Head of the Department. The Department is organised on functional lines under two policy pillars, Civil Justice and Criminal Justice each headed by a Deputy Secretary, and a central support pillar. A breakdown of the current organisation of the business units within these three pillars which are in turn headed by Assistant Secretaries and/or Directors has been set out in tabular form below: Criminal Justice Pillar Central Pillar Civil Justice Pillar Criminal Governance Change, Technology & Innovation (CTI) Civil Governance Criminal Legislation Corporate Civil Legislation Criminal Policy Transparency Civil Policy Service Delivery European Affairs Immigration Service Delivery Security & Northern Ireland The contact details for my Department are as follows. General queries can be sent to info@justice.ie or minister@justice.ie. Queries in relation to the status of individual immigration cases may be made directly to my Department by email using the Oireachtas Mail facility at IMoireachtasmail@justice.ie which has been specifically established for this purpose. The contact information of the bodies under the aegis of my Department are listed below, in tabular form: - Contact Information Civil Justice Agencies/Bodies Courts Service Website: https://www.courts.ie/ Email: oireachtasenquiries@courts.ie Data Protection Commission Website: https://www.dataprotection.ie/en Email: oireachtasqueries@dataprotection.ie Irish Film Classification Office Website: https://www.ifco.ie/ Email: info@ifco.gov.ie Insolvency Service of Ireland Website: https://www.gov.ie/en/organisation/32f6d-insolvency-service-of-ireland/ Email: Oireachtasmembers@isi.gov.ie Judicial Council Website: https://judicialcouncil.ie/ Email: oireachtasenquiries@courts.ie Legal Aid Board Website: https://www.legalaidboard.ie/en/ Email: oireachtas_enq@legalaidboard.ie Legal Services Regulatory Authority Website: https://www.lsra.ie/ Email: lsra-oir@lsra.ie Property Services Regulatory Authority Website: https://www.psr.ie/ Email: info@psr.ie Dublin Coroner's Website: https://www.dublincoronerscourt.ie/ Email: dublincoroner@justice.ie International Protection Appeals Tribunal Website: https://www.protectionappeals.ie/ Email: ipatoireachtasmail@protectionappeals.ie Criminal Injuries Compensation Tribunal Website: https://www.gov.ie/criminalinjuries/ Email: criminalinjuries@justice.ie Criminal Justice Agencies/Bodies Cuan Website: https://www.gov.ie/en/campaigns/09288-cuan/ Email: oireachtas@cuanagency.ie An Garda Síochána Website: https://www.garda.ie/en/ Email: JusticeLiason@garda.ie Criminal Assets Bureau Website: https://www.cab.ie/ Email: info@cab.ie Forensic Science Ireland Website: https://forensicscience.ie/ Email: info@fsi.gov.ie Garda Síochána Inspectorate Website: https://www.gsinsp.ie/ Email: info@gsinsp.ie Garda Síochána Ombudsman Commission Website: https://www.gardaombudsman.ie/ Email: oireachtas@gsoc.ie Policing Authority Website: https://www.policingauthority.ie/en Email: oireachtas@policingauthority.ie Irish Prison Service Website: https://www.irishprisons.ie/ Email: info@irishprisons.ie Office of the Inspector of Prisons Website: https://www.oip.ie/ Email: oireachtas@oip.ie Office of the State Pathologist Website:https://www.gov.ie/en/publication/20e64-office-of-the-state-pathologist Email: osp@statepathology.gov.ie Parole Board Website: https://www.gov.ie/en/organisation/parole-board/ Email: oireachtasqueries@paroleboard.gov.ie Private Security Authority Website: https://www.psa-gov.ie/ Email: oireachtas@psa-gov.ie Probation Service Website: https://www.probation.ie/ Email: oireachtas@probation.ie",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-04/writtens/mul@/dbsect_450.xml,,,,
WPQG024,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-05/writtens/dbsect_215,2025-03-05,Health,unresolved_structure,False,False,0,Assisted Human Reproduction,,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-05/writtens/mul@/dbsect_215.xml,,,,
WPQG025,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-19/writtens/dbsect_1528,2025-03-19,Health,ministerial_reply_present,False,True,0,Mental Health Services,"Minister of State at the Department of Health As this is a service matter , I have asked the Health Service Executive to respond directly to the Deputy as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-03-19/writtens/mul@/dbsect_1528.xml,,,,
